"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"212","The street life of Staten Island #MadeInStatenIsland https://t.co/f6UQPWrBBB",FALSE,12,NA,2019-01-16 00:49:11,FALSE,NA,"1085338137835040768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chasingtheSAM",1,FALSE,FALSE,NA,NA
"213","@kayla82532459 @karinaseabrook @dennieaugustine yallll crazy but I love y’all 🥰, it’s a piece of me in all y’all 😂😂 #MadeInStatenIsland",FALSE,5,"kayla82532459",2019-01-16 00:41:22,FALSE,NA,"1085336171272699904","1025536346939637760","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MissQuawna_2you",3,FALSE,FALSE,NA,NA
"214","Can someone post the next time on #MadeInStatenIsland ? Unless they didn't show it at the end of the ep i had to stream it.",FALSE,0,NA,2019-01-16 00:38:07,FALSE,NA,"1085335351806222336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aggeexo",0,FALSE,FALSE,NA,NA
"215","I see Karen's daughter is on #madeinstatenisland",FALSE,1,NA,2019-01-16 00:30:44,FALSE,NA,"1085333494807576581",NA,"<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","CheReal85",0,FALSE,FALSE,NA,NA
"216","KG &amp; CP should just date each other #MadeInStatenIsland",FALSE,0,NA,2019-01-16 00:20:59,FALSE,NA,"1085331042771324930",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Relax_Courtney",0,FALSE,FALSE,NA,NA
"217","Is anyone else watching #MadeInStatenIsland? Starting this now!! I miss #mobwives so much! I hope we see some @KarenGravanoVH1",FALSE,0,NA,2019-01-16 00:18:34,FALSE,NA,"1085330431942234112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MTTSBunny",0,FALSE,FALSE,NA,NA
"218","I’m not the least bit invested in anyone on this show I’m watching cause I’m bored lol  #MadeInStatenIsland",FALSE,0,NA,2019-01-16 00:16:29,FALSE,NA,"1085329911265452032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ronnie12256",0,FALSE,FALSE,NA,NA
"219","When you asked for mob wives but got the bootlegged  #MadeInStatenIsland instead https://t.co/22twuyq23m",FALSE,0,NA,2019-01-15 23:51:45,FALSE,NA,"1085323686708621313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ronnie12256",1,FALSE,FALSE,NA,NA
"220","This hashtag is exactly what I thought it would be everyone dragging this show and the cast lol  #MadeInStatenIsland",FALSE,0,NA,2019-01-15 23:47:27,FALSE,NA,"1085322602346737664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ronnie12256",0,FALSE,FALSE,NA,NA
"221","Is Dennie the Big Ang of #MadeInStatenIsland because I see it",FALSE,0,NA,2019-01-15 23:46:35,FALSE,NA,"1085322383534313473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Relax_Courtney",0,FALSE,FALSE,NA,NA
"222","so are the girls really from nyc ? #MadeInStatenIsland",FALSE,0,NA,2019-01-15 23:35:26,FALSE,NA,"1085319580258574337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wiliana07",0,FALSE,FALSE,NA,NA
"223","Caption this ? 😂😂😭 #MadeinStatenIsland  @statenislandmtv https://t.co/cHGNsGcdVX",FALSE,30,NA,2019-01-15 23:34:38,FALSE,NA,"1085319377325617152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","718cp",1,FALSE,FALSE,NA,NA
"224","Anyone else have to put on subtitles to watch #MadeInStatenIsland or was that just me?",FALSE,0,NA,2019-01-15 23:28:41,FALSE,NA,"1085317881347428352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wittleallygator",0,FALSE,FALSE,NA,NA
"225","I was a huge fan of #MobWives and I’m diggin’ the next generation #MadeInStatenIsland 👍🏻👍🏻",FALSE,1,NA,2019-01-15 23:20:25,FALSE,NA,"1085315797835227136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","buttercup22883",0,FALSE,FALSE,NA,NA
"226","I wanna know @VINNYGUADAGNINO REAL opinion about #MadeInStatenIsland",FALSE,1,NA,2019-01-15 23:19:17,FALSE,NA,"1085315513712951297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arigurrrl",0,FALSE,FALSE,NA,NA
"227","Updated SHOWBUZZDAILY Monday Top 150 Cable Originals #TVRatings &amp; Network Finals #WWE #MadeInStatenIsland… https://t.co/uTDBQwNWlc",FALSE,1,NA,2019-01-15 23:10:27,TRUE,NA,"1085313290568224769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShowBuzzDaily",0,FALSE,FALSE,NA,NA
"228","So we have a cartel show. And a mob show of young teens for  reality TV shows. And of course I had to see what’s al… https://t.co/MYwWBjj8n8",FALSE,3,NA,2019-01-15 23:04:03,TRUE,NA,"1085311681461243904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LucifinaD",0,FALSE,FALSE,NA,NA
"229","Can’t stop watching #MadeInStatenIsland obsessed 🤪🤪",FALSE,0,NA,2019-01-15 22:53:40,FALSE,NA,"1085309067269156866",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KaitMclaughlin",0,FALSE,FALSE,NA,NA
"230","#MadeInStatenIsland would actually be great if that beast Denny wasn’t on it. If anyone can get it’s personal info… https://t.co/zVME1bTFBG",FALSE,1,NA,2019-01-15 22:53:14,TRUE,NA,"1085308958204665856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TitoOwnsYou",0,FALSE,FALSE,NA,NA
"231","This show isn’t gonna last. And why Karine? Her accent is so fake. She’s born and raised in AZ!! Bring back Mob Wiv… https://t.co/81yJtW25di",FALSE,3,NA,2019-01-15 22:39:01,TRUE,NA,"1085305380714893312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Katheri51833189",0,FALSE,FALSE,NA,NA
"232","Why is #MadeinARIZONA karina calling Staten Island snake island Lmaoo who calls it that ? When did this happen some… https://t.co/8YyfNjFr4Z",FALSE,3,NA,2019-01-15 22:34:50,TRUE,NA,"1085304329773428736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kryssyy_",0,FALSE,FALSE,NA,NA
"233","#MadeInStatenIsland is my new guilty pleasure. i miss mob wives and this gives me my fix. :-)",FALSE,0,NA,2019-01-15 22:34:19,FALSE,NA,"1085304198617534464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beautlittlefool",0,FALSE,FALSE,NA,NA
"234","I’m sorry, was I supposed to be impressed with #MadeInStatenIsland?",FALSE,1,NA,2019-01-15 22:25:54,FALSE,NA,"1085302078413647873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenniferjonak",0,FALSE,FALSE,NA,NA
"235","Vinnie looks like he doesn’t want to host this after show #MadeInStatenIsland",FALSE,2,NA,2019-01-15 22:24:57,FALSE,NA,"1085301839380258816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Whitney72351908",0,FALSE,FALSE,NA,NA
"236","I watched Mob Wives and now I see they have #MadeInStatenIsland but I thought Katrina Karen Gravanos daughter was r… https://t.co/Rtrdly0rWZ",FALSE,1,NA,2019-01-15 22:13:48,TRUE,NA,"1085299036859629570",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lhbattygirl77",0,FALSE,FALSE,NA,NA
"237","#MadeInStatenIsland so here's my thought here are these little wannabe mobsters bragging about their family. When a… https://t.co/ugC6eZKWGr",FALSE,2,NA,2019-01-15 22:12:24,TRUE,NA,"1085298682839351296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lhbattygirl77",0,FALSE,FALSE,NA,NA
"238","People hating so bad on #MadeInStatenIsland.. I loved @MobWives &amp; I'm excited to see how @KarenGravanoVH1 produced it. #hatersgunnahate",FALSE,0,NA,2019-01-15 21:31:44,FALSE,NA,"1085288447479185408",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HeatherLT523",0,FALSE,FALSE,NA,NA
"239","Did y’all watch #MadeInStatenIsland ? If not, you should MOST DEFINITELY watch it! Especially if you used to watch #MobWives 💛",FALSE,0,NA,2019-01-15 21:31:09,FALSE,NA,"1085288303421734912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","onlyonekamilleb",0,FALSE,FALSE,NA,NA
"240","I actually sat through #MadeInStatenIsland last night. Other than playing out like a junior version of #MobWives, it wasn't half bad.",FALSE,1,NA,2019-01-15 21:24:54,FALSE,NA,"1085286728410247175",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IAmJonnyApollo",0,FALSE,FALSE,NA,NA
"241","I watched for 15 minutes and i was done. I don’t care about teenagersinSI. Karen is clearly needing income and is t… https://t.co/YTbpIkWZOr",FALSE,5,NA,2019-01-15 21:01:48,TRUE,NA,"1085280917424349185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","luvmycruzer",0,FALSE,FALSE,NA,NA
"242","Meet the #Godmutha  @dennieaugustine

@statenislandmtv @FuscoPaulie  @kayla82532459 @718cp #madeinstatenisland denn… https://t.co/qVhtTymfHX",FALSE,2,NA,2019-01-15 21:00:00,TRUE,NA,"1085280464347119617",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","meawwofficial",2,FALSE,FALSE,NA,NA
"243","Y’all, we got these Staten Island girls feelin some type of way huh ? Hahahaaha trash island #MadeInStatenIsland #brooklynway",FALSE,1,NA,2019-01-15 20:49:56,FALSE,NA,"1085277928173260802",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xonatalieg",1,FALSE,FALSE,NA,NA
"244","I missed #MadeInStatenIsland last night. I’m watching it now and I’m already loving it 5 mins into the show!! 😊",FALSE,2,NA,2019-01-15 20:22:28,FALSE,NA,"1085271018296541184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","purfmakeupbyles",0,FALSE,FALSE,NA,NA
"245","Ok aside from all the plastic surgery.. #CartelCrew is better then that #MadeInStatenIsland shit.. Sorry Karen 🤷🏽 #Vh1 #Mtv",FALSE,3,NA,2019-01-15 20:21:22,FALSE,NA,"1085270738624483328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KorinMahogany",0,FALSE,FALSE,NA,NA
"246","Okay Twitter Fam!  What are your thoughts on #MadeInStatenIsland? #FollowBack https://t.co/PEAg0Q5DSF",FALSE,1,NA,2019-01-15 20:11:13,FALSE,NA,"1085268184196939777",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ReadAndShadeRM",1,FALSE,FALSE,NA,NA
"247","Starting to hear things about #MadeInStatenIsland. Tell me the truth, guys. How bad is it?",FALSE,0,NA,2019-01-15 20:07:23,FALSE,NA,"1085267223374151684",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PepVerbsNouns",0,FALSE,FALSE,NA,NA
"248","Every few years they do some wack reality show like #MadeInStatenIsland  where they play up tired stereotypes and p… https://t.co/FAgTr7E1vA",FALSE,6,NA,2019-01-15 20:03:37,TRUE,NA,"1085266274085715970",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","johnnny2x4",0,FALSE,FALSE,NA,NA
"249","#MadeInStatenIsland mom @karengravanovh1 gets schooled in slang https://t.co/D3UdITcRRR https://t.co/87p9DpXZgf",FALSE,4,NA,2019-01-15 20:02:08,FALSE,NA,"1085265899609821185",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","PageSix",0,FALSE,FALSE,NA,NA
"250","I entertained myself for a good hour just reading through these tweets 😂 as expected, this show sounds like a whole… https://t.co/RdTU4MNwHi",FALSE,5,NA,2019-01-15 19:47:21,TRUE,NA,"1085262180436578311",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chel_Raff",0,FALSE,FALSE,NA,NA
"251","Well well well.. I see Karina been practicing on her Italian accent &amp; Staten Island attitude over the past few yrs… https://t.co/Ez2YB3bpMd",FALSE,5,NA,2019-01-15 19:31:56,TRUE,NA,"1085258300948733958",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KorinMahogany",0,FALSE,FALSE,NA,NA
"252","Wasn’t Karen’s daughter raised mostly in Arizona?? How is she “made in Staten Island?” Lol #MadeinStatenIsland",FALSE,2,NA,2019-01-15 19:08:42,FALSE,NA,"1085252451358466049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jasvny",0,FALSE,FALSE,NA,NA
"253","I don't understand the haters... I see real struggles and real dreams. What's to hate about that? If more people we… https://t.co/54FvLrKLrA",FALSE,0,NA,2019-01-15 19:07:49,TRUE,NA,"1085252231514017795",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Angel_Bunny777",0,FALSE,FALSE,NA,NA
"254","Which show is your new favorite guilty pleasure: #MadeinStatenIsland or #CartelCrew'? https://t.co/e8uSiZ7tH5 https://t.co/WxfK3nawM4",FALSE,0,NA,2019-01-15 19:00:33,FALSE,NA,"1085250401337774082",NA,"<a href=""https://app.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","TheTylt",2,FALSE,FALSE,NA,NA
"255","Facts I love Brooklyn and all my girls and family there but not the one who was on my bf the one night I’m away boo… https://t.co/4ZVmu5YAmp",FALSE,9,NA,2019-01-15 18:59:24,TRUE,NA,"1085250112358629377",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karinaseabrook",0,FALSE,FALSE,NA,NA
"256","@718cp Idk why everybody and they mother hate #MadeInStatenIsland ya just hating for no apparent reason. I loved the show 💜",FALSE,8,"718cp",2019-01-15 18:52:35,FALSE,"1085088679016779776","1085248398851276800","1023060591232077825","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nuyoriii",2,FALSE,FALSE,NA,NA
"257","I’m trying real hard to watch #MadeInStatenIsland but my face is stuck on https://t.co/K5GGQwB2XA",FALSE,2,NA,2019-01-15 18:37:52,FALSE,NA,"1085244694643331072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeaOfIllyria",0,FALSE,FALSE,NA,NA
"258","#MadeInStatenIsland  stupidity",FALSE,1,NA,2019-01-15 18:36:36,FALSE,NA,"1085244373804171265",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DebbieLombardi",0,FALSE,FALSE,NA,NA
"259","Paulie is a mirror image of Ronnie from @JerseyShore just younger. Their voices are even the same #MadeInStatenIsland",FALSE,0,NA,2019-01-15 18:36:02,FALSE,NA,"1085244234372919297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tamararlh",0,FALSE,FALSE,NA,NA
"260","Obsessed♥️!! #MadeInStatenIsland @KarenGravanoVH1 @karinaseabrook &amp; F**k the people talkin trash ! cause im sorry..… https://t.co/YK8uqZiaEs",FALSE,6,NA,2019-01-15 18:30:26,TRUE,NA,"1085242824654757891",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iitskdevvv",1,FALSE,FALSE,NA,NA
"261","@BQQuinn @jamessmurray @SalVulcano @Joe_Gatto what do you think of #MadeInStatenIsland ?",FALSE,0,"BQQuinn",2019-01-15 18:27:32,FALSE,NA,"1085242091373060096","454237315","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MTD_IXII",0,FALSE,FALSE,NA,NA
"262","Told you these ppl aren't real.. They are trying t9 create an image. Those kids are not TOUGH.. The are actors with… https://t.co/cTeead8WP5",FALSE,3,NA,2019-01-15 18:27:21,TRUE,NA,"1085242046405885953",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Whatajourney_",1,FALSE,FALSE,NA,NA
"263","Idk why ya hatin on the mtv show #MadeInStatenIsland I actually liked it 💜 https://t.co/hcopAOmqdy",FALSE,40,NA,2019-01-15 18:23:20,FALSE,NA,"1085241035737964544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nuyoriii",15,FALSE,FALSE,NA,NA
"264","Finally watching #MadeInStatenIsland and I can’t get over @718cp 🤤",FALSE,2,NA,2019-01-15 18:20:53,FALSE,NA,"1085240419196289024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Twebbbbb17",0,FALSE,FALSE,NA,NA
"265","yoo @karinaseabrook be slaying every scene she is in #MadeInStatenIsland",FALSE,4,NA,2019-01-15 18:15:46,FALSE,NA,"1085239132861988867",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",2,FALSE,FALSE,NA,NA
"266","see paulie wanted to fight showing up to karina's house knowing he was in the wrong talking about ""what's the probl… https://t.co/cRLWdFKeDA",FALSE,0,NA,2019-01-15 18:15:15,TRUE,NA,"1085239003035697156",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",0,FALSE,FALSE,NA,NA
"267","Why do they all have accents like it's 1970s NY tho? 😂 #madeinstatenisland",FALSE,3,NA,2019-01-15 18:08:23,FALSE,NA,"1085237273900302341",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RandomNYCPerson",0,FALSE,FALSE,NA,NA
"268","If we force Congress &amp; The Orange Clown to watch #MadeinStatenIsland on repeat, this #GovernmentShutdown  will be over in a day",FALSE,0,NA,2019-01-15 18:06:21,FALSE,NA,"1085236762170007552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chapter333",0,FALSE,FALSE,NA,NA
"269","Oh shit! Yeah, I won't be trashtalking the cast on this one. 🤣 #madeinstatenisland https://t.co/FoVNySDwpB",FALSE,0,NA,2019-01-15 18:06:09,FALSE,NA,"1085236711007940609",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RandomNYCPerson",0,FALSE,FALSE,NA,NA
"270","Sitting in Manhattan watching #madeinstatenisland like https://t.co/IO6Ne9tiCP",FALSE,0,NA,2019-01-15 18:02:03,FALSE,NA,"1085235681344008192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RandomNYCPerson",0,FALSE,FALSE,NA,NA
"271","paulie is so needy like clearly his mom didn't hug his attention seeking ass enough growing up #MadeInStatenIsland",FALSE,0,NA,2019-01-15 17:57:50,FALSE,NA,"1085234620197675008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",0,FALSE,FALSE,NA,NA
"272","Why do we need this show @MTV. With all there charges it all public record already.  #MadeInStatenIsland",FALSE,0,NA,2019-01-15 17:54:44,FALSE,NA,"1085233837276188672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amunoz629",0,FALSE,FALSE,NA,NA
"273","idk guys these kids are really annoying idk if i can do a whole season i'm gonna try tho 
#MadeInStatenIsland",FALSE,0,NA,2019-01-15 17:54:34,FALSE,NA,"1085233797887598592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",0,FALSE,FALSE,NA,NA
"274","this paulie kid is a immature fuck like you butt hurt cuz she didn't give you a kiss GROW UP it ain't that deep #MadeInStatenIsland",FALSE,0,NA,2019-01-15 17:53:56,FALSE,NA,"1085233636830560256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",0,FALSE,FALSE,NA,NA
"275","paulie sounds dumb like no one should stay someplace for another person that is how you ended up resented #MadeInStatenIsland",FALSE,0,NA,2019-01-15 17:49:00,FALSE,NA,"1085232396931342337",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",0,FALSE,FALSE,NA,NA
"276","#madeinstatenisland Staten Island #TheBachelor White House",FALSE,0,NA,2019-01-15 17:48:56,FALSE,NA,"1085232380972023808",NA,"<a href=""https://www.yahoo.com"" rel=""nofollow"">BusinessCashSrv</a>","mcashadvance360",0,FALSE,FALSE,NA,NA
"277","#MadeInStatenIsland  sucks! #thankyounext @KarenGravanoVH1",FALSE,1,NA,2019-01-15 17:48:08,FALSE,NA,"1085232177783164928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realMikeFeldman",1,FALSE,FALSE,NA,NA
"278","A show I would watch..drop off the kids from  #MadeInStatenIsland in the projects in the #bronx for three months! L… https://t.co/VpUbT1V995",FALSE,2,NA,2019-01-15 17:47:52,TRUE,NA,"1085232112339509253",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ParkSlopeNative",1,FALSE,FALSE,NA,NA
"279","@karinaseabrook already hooked #MadeInStatenIsland",FALSE,0,"karinaseabrook",2019-01-15 17:47:30,FALSE,NA,"1085232018714214400","1025480671094091776","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Minniebeelove",0,FALSE,FALSE,NA,NA
"280","What is this #madeinstatenisland show?! A teenager version of Mob Wives? 😂",FALSE,0,NA,2019-01-15 17:37:35,FALSE,NA,"1085229524814569472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bellabrunette85",0,FALSE,FALSE,NA,NA
"281","So far i like #MadeInStatenIsland",FALSE,1,NA,2019-01-15 17:36:33,FALSE,NA,"1085229263106777091",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yung_Bonnie",0,FALSE,FALSE,NA,NA
"282","paulie is cute ugly if that makes sense, like he is kinda cute but he is actually ugly #MadeInStatenIsland",FALSE,0,NA,2019-01-15 17:35:02,FALSE,NA,"1085228881588772869",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",0,FALSE,FALSE,NA,NA
"283","#MadeInStatenIsland has 4 main characters &amp; 2 duffs.",FALSE,0,NA,2019-01-15 17:34:15,FALSE,NA,"1085228682376024064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DAVEDINE1973",0,FALSE,FALSE,NA,NA
"284","If karina thinks pauly was 1-uping her then she must have been wrong first #MadeInStatenIsland",FALSE,0,NA,2019-01-15 17:30:58,FALSE,NA,"1085227856664449024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shameccaglass",0,FALSE,FALSE,NA,NA
"285","@karinaseabrook is so gorgeous!!! #MadeInStatenIsland",FALSE,0,"karinaseabrook",2019-01-15 17:30:39,FALSE,NA,"1085227778256052225","1025480671094091776","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",0,FALSE,FALSE,NA,NA
"286","Would watching a TV show about kids whose families are wrapped up in the mob preclude you from moving into their ne… https://t.co/67kpVXQ2NB",FALSE,2,NA,2019-01-15 17:28:46,TRUE,NA,"1085227302206783490",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JulietHuddyTV",0,FALSE,FALSE,NA,NA
"287","oh sammy calling on the first episode okay then #MadeInStatenIsland",FALSE,1,NA,2019-01-15 17:26:03,FALSE,NA,"1085226618480721921",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",0,FALSE,FALSE,NA,NA
"288","christian is a liar dude was stabbed multiple times and you got charged 🤔🤔🤔 but you only started the fight ...somet… https://t.co/a6idE8Kk5D",FALSE,0,NA,2019-01-15 17:25:20,TRUE,NA,"1085226438280859649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",0,FALSE,FALSE,NA,NA
"289","oh yea christian because people just get stabbed at parties he talks so nonchalant about it smh #MadeInStatenIsland",FALSE,0,NA,2019-01-15 17:21:45,FALSE,NA,"1085225536488652801",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",0,FALSE,FALSE,NA,NA
"290","not one of these dudes are cute they look like typical Italian fuck boys 🤦🏾‍♂️🤦🏾‍♂️and they all look 12teen 
#MadeInStatenIsland",FALSE,1,NA,2019-01-15 17:18:59,FALSE,NA,"1085224843992358912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",0,FALSE,FALSE,NA,NA
"291","Whoever in CP’s family is saying “RAGOT” is making me fucking cringe ... why am I watching this?! #madeinstatenisland",FALSE,1,NA,2019-01-15 17:16:32,FALSE,NA,"1085224225617653763",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cescavaleriax3",0,FALSE,FALSE,NA,NA
"292","Ok this show isn’t bad. Definitely has a strong message. Crime doesn’t pay. It doesn’t glamorize prison life court etc.  #MadeInStatenIsland",FALSE,0,NA,2019-01-15 17:14:32,FALSE,NA,"1085223724025085952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Starshinesun",0,FALSE,FALSE,NA,NA
"293","@KarenGravanoVH1 The first episode of #MadeInStatenIsland was awesome",FALSE,0,"KarenGravanoVH1",2019-01-15 17:13:55,FALSE,NA,"1085223565392297984","283599884","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mobryan2016",0,FALSE,FALSE,NA,NA
"294","why is christian narrating i so thought karina was going to be the narrator of the show #MadeInStatenIsland",FALSE,0,NA,2019-01-15 17:13:25,FALSE,NA,"1085223442058801154",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","princericosuave",0,FALSE,FALSE,NA,NA
"295","#madeinstatenisland review will premiere in 5 minutes https://t.co/WdpvZAC7BI",FALSE,0,NA,2019-01-15 17:10:28,FALSE,NA,"1085222700367388677",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Iamalexrodgers",0,FALSE,FALSE,NA,NA
"296","Looks like #MadeInStatenIsland is another total flop for #MTV. When is a network housecleaning going to happen?",FALSE,0,NA,2019-01-15 17:10:00,FALSE,NA,"1085222583140737024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Reactively",0,FALSE,FALSE,NA,NA
"297","@OMFGRealityTV will you be posting #MadeinStatenIsland on your insta page ?",FALSE,0,"OMFGRealityTV",2019-01-15 17:08:34,FALSE,NA,"1085222220828266496","725125334220308480","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aggeexo",0,FALSE,FALSE,NA,NA
